idx	T	rep	seed	E	C	M2	A
7	0.9100000000	6	24683881	-1.4315307348	0.9855897951	0.4572713455	0.2910731481
7	0.9100000000	7	24788610	-1.4317047261	0.9721217242	0.4601933248	0.2911574363
7	0.9100000000	8	24893339	-1.4312269351	1.0020376326	0.4535585914	0.2911719039
8	0.9200000000	1	24168155	-1.4217963292	0.9872878599	0.4515634566	0.2941732928
8	0.9200000000	2	24272884	-1.4224239967	1.0093900294	0.4526732271	0.2940929398
8	0.9200000000	3	24377613	-1.4223748581	1.0225860032	0.4536297765	0.2939280671
8	0.9200000000	4	24482342	-1.4208380566	1.0535263527	0.4467490306	0.2943723090
8	0.9200000000	5	24587071	-1.4198022962	1.0473867093	0.4436364861	0.2944198785
8	0.9200000000	6	24691800	-1.4217960356	1.0182888834	0.4502767855	0.2941657697
8	0.9200000000	7	24796529	-1.4197365142	1.0201838592	0.4412156764	0.2945793981
8	0.9200000000	8	24901258	-1.4194767826	1.0215810273	0.4424026653	0.2944748264
9	0.9300000000	1	24176074	-1.4107247806	1.0546247459	0.4356793039	0.2973939236
9	0.9300000000	2	24280803	-1.4113896815	1.0296705941	0.4392146681	0.2973250868
9	0.9300000000	3	24385532	-1.4110542695	1.0247300125	0.4381539321	0.2972120081
9	0.9300000000	4	24490261	-1.4110832352	1.0494392279	0.4376251348	0.2974291956
9	0.9300000000	5	24594990	-1.4107004666	1.0783107755	0.4364654765	0.2974298900
9	0.9300000000	6	24699719	-1.4112613039	1.0304669611	0.4393918607	0.2971585069
9	0.9300000000	7	24804448	-1.4118663959	1.0377321682	0.4410544883	0.2971280961
9	0.9300000000	8	24909177	-1.4124408043	1.0283970682	0.4434975991	0.2971116319
10	0.9400000000	1	24183993	-1.4019655565	1.0672726470	0.4308895512	0.3001501447
10	0.9400000000	2	24288722	-1.3994281578	1.0832569939	0.4222937094	0.3005873264
10	0.9400000000	3	24393451	-1.3983855451	1.1091074830	0.4199171966	0.3008689525
10	0.9400000000	4	24498180	-1.3998217150	1.0730967087	0.4258246615	0.3004957755
10	0.9400000000	5	24602909	-1.3994992882	1.0697936412	0.4266597425	0.3005070313
10	0.9400000000	6	24707638	-1.3979971665	1.1097960595	0.4184497816	0.3009426215
10	0.9400000000	7	24812367	-1.4005560678	1.0730184075	0.4234966625	0.3005496238
10	0.9400000000	8	24917096	-1.4016094815	1.0325459931	0.4310791377	0.3001735822
11	0.9500000000	1	24191912	-1.3899799314	1.1068272908	0.4131653001	0.3036184317
11	0.9500000000	2	24296641	-1.3906966223	1.0623068620	0.4181523358	0.3034925058
11	0.9500000000	3	24401370	-1.3872679125	1.1109214524	0.4061180487	0.3042639468
11	0.9500000000	4	24506099	-1.3891164323	1.1068515786	0.4121508051	0.3038311053
11	0.9500000000	5	24610828	-1.3881128532	1.0874623415	0.4115016901	0.3041323495
11	0.9500000000	6	24715557	-1.3898562572	1.0902887259	0.4162108302	0.3037316262
11	0.9500000000	7	24820286	-1.3882039400	1.1416034540	0.4098165778	0.3041277488
11	0.9500000000	8	24925015	-1.3889867657	1.0985304930	0.4126400816	0.3039434896
12	0.9600000000	1	24199831	-1.3768780922	1.1683489415	0.4025362974	0.3074767072
12	0.9600000000	2	24304560	-1.3784835758	1.1302478587	0.4051217231	0.3071084491
12	0.9600000000	3	24409289	-1.3786565509	1.1384089231	0.4051877600	0.3071076678
12	0.9600000000	4	24514018	-1.3789091037	1.1342302191	0.4029590287	0.3070358507
12	0.9600000000	5	24618747	-1.3784856451	1.1339269647	0.4032302175	0.3070962095
12	0.9600000000	6	24723476	-1.3773412132	1.1423130937	0.4002163764	0.3073619502
12	0.9600000000	7	24828205	-1.3782630677	1.1102371229	0.4059486663	0.3072127025
12	0.9600000000	8	24932934	-1.3771999971	1.1328050889	0.3981970897	0.3073598380
13	0.9700000000	1	24207750	-1.3683534766	1.1484541693	0.3967963774	0.3104013310
13	0.9700000000	2	24312479	-1.3665289534	1.1496350686	0.3955897217	0.3106064815
13	0.9700000000	3	24417208	-1.3653466013	1.1885275977	0.3897917968	0.3109954282
13	0.9700000000	4	24521937	-1.3665146851	1.1335709283	0.3910554665	0.3107118345
13	0.9700000000	5	24626666	-1.3667116266	1.1768998282	0.3927472122	0.3106153935
13	0.9700000000	6	24731395	-1.3667015598	1.1714302026	0.3957030573	0.3107558738
13	0.9700000000	7	24836124	-1.3645851185	1.2122830099	0.3829194943	0.3109627894
13	0.9700000000	8	24940853	-1.3656992051	1.1743150515	0.3888527172	0.3107355903
14	0.9800000000	1	24215669	-1.3533555837	1.2224209748	0.3732344693	0.3145524595
14	0.9800000000	2	24320398	-1.3554529166	1.1958180965	0.3828947029	0.3140826678
14	0.9800000000	3	24425127	-1.3519489908	1.2894944370	0.3641958652	0.3147850405
14	0.9800000000	4	24529856	-1.3530648640	1.2502053336	0.3707357406	0.3144725116
14	0.9800000000	5	24634585	-1.3531075295	1.2544500251	0.3707959710	0.3145341725
14	0.9800000000	6	24739314	-1.3527851168	1.1952616017	0.3734789851	0.3147547743
14	0.9800000000	7	24844043	-1.3572365251	1.1846909220	0.3851545445	0.3136062789
14	0.9800000000	8	24948772	-1.3515342897	1.2277225855	0.3667673572	0.3149019676
15	0.9900000000	1	24223588	-1.3413022174	1.2511137034	0.3624226661	0.3180177373
15	0.9900000000	2	24328317	-1.3417915565	1.2356710854	0.3611122743	0.3180346354
15	0.9900000000	3	24433046	-1.3413734859	1.2596879271	0.3610250788	0.3181879919
15	0.9900000000	4	24537775	-1.3449794567	1.1776030974	0.3732883315	0.3173043403
15	0.9900000000	5	24642504	-1.3423681750	1.2527254627	0.3575657134	0.3177594907
15	0.9900000000	6	24747233	-1.3401870954	1.2766286356	0.3549360128	0.3183161169
15	0.9900000000	7	24851962	-1.3431567677	1.2203551955	0.3657858774	0.3176819444
15	0.9900000000	8	24956691	-1.3423681496	1.2239017660	0.3629544124	0.3180145255
16	1.0000000000	1	24231507	-1.3311251720	1.2732424383	0.3547438934	0.3214729456
16	1.0000000000	2	24336236	-1.3330072188	1.2256838369	0.3607007386	0.3209100984
16	1.0000000000	3	24440965	-1.3271353157	1.2960621899	0.3406010182	0.3221921296
16	1.0000000000	4	24545694	-1.3300025524	1.2701212544	0.3486007621	0.3216563657
16	1.0000000000	5	24650423	-1.3283470172	1.3027048255	0.3408852346	0.3219767650
16	1.0000000000	6	24755152	-1.3299845759	1.3351939958	0.3510292941	0.3216768808
16	1.0000000000	7	24859881	-1.3305044112	1.2872795264	0.3522792078	0.3215301794
16	1.0000000000	8	24964610	-1.3283311777	1.3184057387	0.3461963758	0.3220858507
17	1.0100000000	1	24239426	-1.3173946575	1.3350153964	0.3321480243	0.3253065394
17	1.0100000000	2	24344155	-1.3158789780	1.3303270896	0.3373644206	0.3258284433
17	1.0100000000	3	24448884	-1.3168649086	1.3447909881	0.3332863558	0.3255959780
17	1.0100000000	4	24553613	-1.3171463344	1.3178642494	0.3371903776	0.3254812500
17	1.0100000000	5	24658342	-1.3173994723	1.2822315762	0.3364289195	0.3253608796
17	1.0100000000	6	24763071	-1.3166705940	1.3648225982	0.3325049253	0.3256125579
17	1.0100000000	7	24867800	-1.3167737647	1.2904929354	0.3363971738	0.3256110243
17	1.0100000000	8	24972529	-1.3151796821	1.3497141773	0.3293978579	0.3259617188
18	1.0200000000	1	24247345	-1.3041216308	1.3159452976	0.3234260835	0.3295276042
18	1.0200000000	2	24352074	-1.3009933458	1.3459247565	0.3094749199	0.3302506076
18	1.0200000000	3	24456803	-1.3027355421	1.3399382619	0.3147526282	0.3297466435
18	1.0200000000	4	24561532	-1.3022307793	1.3958087975	0.3176046359	0.3297598090
18	1.0200000000	5	24666261	-1.3036742694	1.3561930580	0.3201440131	0.3295451968
18	1.0200000000	6	24770990	-1.3022026990	1.3921880748	0.3119891512	0.3298484375
18	1.0200000000	7	24875719	-1.3018629613	1.3853636241	0.3112427818	0.3299558160
18	1.0200000000	8	24980448	-1.2999572062	1.4021310554	0.3105588182	0.3304015914
19	1.0300000000	1	24255264	-1.2909288223	1.3639016918	0.3079782440	0.3333567419
19	1.0300000000	2	24359993	-1.2898975964	1.4264775896	0.3037557424	0.3336098380
19	1.0300000000	3	24464722	-1.2861886931	1.3945860003	0.2876306588	0.3346115741
19	1.0300000000	4	24569451	-1.2876549852	1.4594850398	0.2961877397	0.3342386863
19	1.0300000000	5	24674180	-1.2932445381	1.3684991421	0.3171119593	0.3328857060
19	1.0300000000	6	24778909	-1.2875706559	1.4307376600	0.3000908039	0.3341900752
19	1.0300000000	7	24883638	-1.2872940026	1.4349374244	0.2983521522	0.3343356481
19	1.0300000000	8	24988367	-1.2869002072	1.4581770678	0.2962078432	0.3344524595
20	1.0400000000	1	24263183	-1.2737758014	1.4703442857	0.2809760353	0.3385740162
20	1.0400000000	2	24367912	-1.2780307117	1.3730950863	0.2970206136	0.3373695313
20	1.0400000000	3	24472641	-1.2726648615	1.4777531989	0.2739197907	0.3386219039
20	1.0400000000	4	24577370	-1.2756985413	1.4227267674	0.2840899206	0.3380271412
20	1.0400000000	5	24682099	-1.2787533722	1.4011374790	0.2967487790	0.3373752894
20	1.0400000000	6	24786828	-1.2700421569	1.5089084458	0.2678624788	0.3393035012
20	1.0400000000	7	24891557	-1.2713324439	1.4935761588	0.2759306206	0.3389782407
20	1.0400000000	8	24996286	-1.2730932362	1.4613334196	0.2791442183	0.3384714120
21	1.0500000000	1	24271102	-1.2595594255	1.4498092163	0.2644972655	0.3427541956
21	1.0500000000	2	24375831	-1.2577349807	1.5211728637	0.2592770302	0.3431686921
21	1.0500000000	3	24480560	-1.2588845394	1.4683066457	0.2572183815	0.3429061632
21	1.0500000000	4	24585289	-1.2606609656	1.4351322109	0.2681550516	0.3423511285
21	1.0500000000	5	24690018	-1.2615356639	1.4577253799	0.2722153713	0.3423355035
21	1.0500000000	6	24794747	-1.2597705221	1.4999331987	0.2654933156	0.3426682002
21	1.0500000000	7	24899476	-1.2617891177	1.4543563169	0.2722904930	0.3422150752
21	1.0500000000	8	25004205	-1.2628195959	1.4719101634	0.2713036911	0.3420997396
22	1.0600000000	1	24279021	-1.2487829944	1.4363680454	0.2612614003	0.3462514468
22	1.0600000000	2	24383750	-1.2460420507	1.5105574575	0.2491562100	0.3469649016
22	1.0600000000	3	24488479	-1.2462005972	1.4448691461	0.2521897001	0.3467081887
22	1.0600000000	4	24593208	-1.2450119832	1.4739142412	0.2494727245	0.3471578414
22	1.0600000000	5	24697937	-1.2432394752	1.5329976639	0.2395873444	0.3474783275
22	1.0600000000	6	24802666	-1.2428046692	1.5658307348	0.2387857847	0.3474907697
22	1.0600000000	7	24907395	-1.2426252141	1.4861118905	0.2368678331	0.3477027778
22	1.0600000000	8	25012124	-1.2456585967	1.5047022922	0.2505178219	0.3470728588
23	1.0700000000	1	24286940	-1.2313870292	1.4279078275	0.2347381058	0.3514907986
23	1.0700000000	2	24391669	-1.2283970294	1.5118497473	0.2225033083	0.3520946181
23	1.0700000000	3	24496398	-1.2275523214	1.5115815166	0.2157677959	0.3520580440
23	1.0700000000	4	24601127	-1.2297856431	1.4568766639	0.2253060353	0.3516846065
23	1.0700000000	5	24705856	-1.2289190331	1.5158274240	0.2248444886	0.3519109954
23	1.0700000000	6	24810585	-1.2301481209	1.5637678688	0.2288981321	0.3515691551
23	1.0700000000	7	24915314	-1.2288626629	1.5160620336	0.2228841971	0.3519285590
23	1.0700000000	8	25020043	-1.2279042401	1.4983999649	0.2212457055	0.3520521123
24	1.0800000000	1	24294859	-1.2117697064	1.5461157356	0.2049601732	0.3570986690
24	1.0800000000	2	24399588	-1.2173912147	1.4761116928	0.2173949954	0.3557390914
24	1.0800000000	3	24504317	-1.2162132908	1.4974396155	0.2150940101	0.3560955440
24	1.0800000000	4	24609046	-1.2149321168	1.4826699188	0.2108380409	0.3564195891
24	1.0800000000	5	24713775	-1.2147484659	1.4841093222	0.2090549232	0.3563470775
24	1.0800000000	6	24818504	-1.2176890690	1.5154151832	0.2190184734	0.3556338542
24	1.0800000000	7	24923233	-1.2119826434	1.5598740273	0.2015541218	0.3568995370
24	1.0800000000	8	25027962	-1.2156660150	1.5332771928	0.2091600727	0.3561391204
25	1.0900000000	1	24302778	-1.1987468996	1.4920035113	0.1895233024	0.3612957755
25	1.0900000000	2	24407507	-1.2020590351	1.4957061045	0.2014704783	0.3606524595
25	1.0900000000	3	24512236	-1.2020021160	1.5029759342	0.1995222657	0.3604425926
25	1.0900000000	4	24616965	-1.2003299826	1.5523286483	0.1988654422	0.3609343171
25	1.0900000000	5	24721694	-1.2011061496	1.5474243795	0.1987104737	0.3607500289
25	1.0900000000	6	24826423	-1.2000727919	1.4762227082	0.1936054884	0.3610385417
25	1.0900000000	7	24931152	-1.2003015273	1.5050625108	0.1954335722	0.3609363715
25	1.0900000000	8	25035881	-1.1976791484	1.5222217021	0.1872721328	0.3615030961
26	1.1000000000	1	24310697	-1.1869391132	1.4956728384	0.1878617333	0.3651068287
26	1.1000000000	2	24415426	-1.1851927343	1.5078990718	0.1793111336	0.3656739294
26	1.1000000000	3	24520155	-1.1871980267	1.4564229358	0.1848215634	0.3650788773
26	1.1000000000	4	24624884	-1.1855639539	1.5309986659	0.1796683842	0.3655768229
26	1.1000000000	5	24729613	-1.1853283053	1.4615201483	0.1842877607	0.3655712674
26	1.1000000000	6	24834342	-1.1845184611	1.4707587394	0.1762432850	0.3657882234
26	1.1000000000	7	24939071	-1.1824628666	1.5297738458	0.1740915401	0.3662757812
26	1.1000000000	8	25043800	-1.1830265429	1.5510343605	0.1748763242	0.3662252894
27	1.1100000000	1	24318616	-1.1693868858	1.4541072960	0.1602267916	0.3705061921
27	1.1100000000	2	24423345	-1.1712220594	1.4787215164	0.1723299556	0.3700302951
27	1.1100000000	3	24528074	-1.1691667802	1.4367695531	0.1583486946	0.3707331887
27	1.1100000000	4	24632803	-1.1694329533	1.5056863696	0.1607997800	0.3704649306
27	1.1100000000	5	24737532	-1.1727911047	1.4549673971	0.1725354706	0.3697489873
27	1.1100000000	6	24842261	-1.1705700467	1.4664133800	0.1625147343	0.3701323206
27	1.1100000000	7	24946990	-1.1679009848	1.4391038436	0.1516004573	0.3709301505
27	1.1100000000	8	25051719	-1.1693574735	1.4731700303	0.1608120138	0.3706365741
28	1.1200000000	1	24326535	-1.1566923260	1.4617613702	0.1549494693	0.3746984954
28	1.1200000000	2	24431264	-1.1515907250	1.4446294393	0.1402109485	0.3761960069
28	1.1200000000	3	24535993	-1.1573841929	1.4398110883	0.1530692341	0.3746882523
28	1.1200000000	4	24640722	-1.1560560152	1.4609386072	0.1526353966	0.3749926215
28	1.1200000000	5	24745451	-1.1561557114	1.4056897562	0.1501876188	0.3748268519
28	1.1200000000	6	24850180	-1.1550820004	1.4551375106	0.1460298240	0.3751164352
28	1.1200000000	7	24954909	-1.1538566343	1.4819865911	0.1464418188	0.3753742766
28	1.1200000000	8	25059638	-1.1579639318	1.4833375065	0.1588976339	0.3745055845
29	1.1300000000	1	24334454	-1.1401775169	1.4497856944	0.1366443769	0.3800406539
29	1.1300000000	2	24439183	-1.1389846106	1.4238244296	0.1314112066	0.3803198495
29	1.1300000000	3	24543912	-1.1402493389	1.4329202747	0.1329582352	0.3799349248
29	1.1300000000	4	24648641	-1.1434781573	1.4714544985	0.1448541520	0.3790229456
29	1.1300000000	5	24753370	-1.1425156282	1.4349252960	0.1358280855	0.3793313657
29	1.1300000000	6	24858099	-1.1409996695	1.4032822156	0.1383510702	0.3798107928
29	1.1300000000	7	24962828	-1.1395279645	1.3823778762	0.1292389176	0.3800993924
29	1.1300000000	8	25067557	-1.1404442643	1.4069618702	0.1350939399	0.3798716725
30	1.1400000000	1	24342373	-1.1285334042	1.3659688034	0.1259704365	0.3840271412
30	1.1400000000	2	24447102	-1.1274622937	1.3857982452	0.1258064078	0.3840853299
30	1.1400000000	3	24551831	-1.1295516641	1.3588368156	0.1295638941	0.3837259259
30	1.1400000000	4	24656560	-1.1264791893	1.4083847042	0.1246689658	0.3846782697
30	1.1400000000	5	24761289	-1.1280972333	1.4057484297	0.1252942200	0.3840004919
30	1.1400000000	6	24866018	-1.1268367832	1.3681493289	0.1208504236	0.3844643519
30	1.1400000000	7	24970747	-1.1278423413	1.3941936745	0.1245675764	0.3841620081
30	1.1400000000	8	25075476	-1.1250739955	1.3901647851	0.1216561325	0.3848703414
