idx	T	rep	seed	E	C	M2	A
5	0.8900000000	2	32249151	-1.4493337699	0.9557492498	0.4467346840	0.2855189779
5	0.8900000000	3	32353880	-1.4496894949	0.9286910348	0.4485832317	0.2853773763
5	0.8900000000	4	32458609	-1.4500785256	0.9425814488	0.4495068490	0.2853513672
5	0.8900000000	5	32563338	-1.4498160788	0.9684278908	0.4480170578	0.2853924479
5	0.8900000000	6	32668067	-1.4494264948	0.9664013296	0.4469782622	0.2854875814
5	0.8900000000	7	32772796	-1.4498238679	0.9375581787	0.4465328967	0.2853280436
5	0.8900000000	8	32877525	-1.4500830606	0.9651536106	0.4473884482	0.2852892904
6	0.9000000000	1	32152341	-1.4385578386	0.9940490422	0.4278257785	0.2885914225
6	0.9000000000	2	32257070	-1.4394934167	0.9771284024	0.4327513220	0.2884726400
6	0.9000000000	3	32361799	-1.4394147154	0.9624783555	0.4317206068	0.2885442383
6	0.9000000000	4	32466528	-1.4394698812	0.9843127574	0.4315512598	0.2885529460
6	0.9000000000	5	32571257	-1.4397053848	0.9760055346	0.4399012437	0.2884468750
6	0.9000000000	6	32675986	-1.4387205370	0.9782465828	0.4298361439	0.2886392253
6	0.9000000000	7	32780715	-1.4394470594	0.9454734474	0.4364116370	0.2884118490
6	0.9000000000	8	32885444	-1.4410169042	0.9683872032	0.4382769907	0.2880766276
7	0.9100000000	1	32160260	-1.4299951521	0.9850346679	0.4286373994	0.2913201009
7	0.9100000000	2	32264989	-1.4288323830	1.0001790258	0.4253667445	0.2916491699
7	0.9100000000	3	32369718	-1.4309571064	0.9950756814	0.4270703791	0.2912091634
7	0.9100000000	4	32474447	-1.4301055920	1.0108790985	0.4265518507	0.2913909668
7	0.9100000000	5	32579176	-1.4298218485	1.0315880247	0.4198488207	0.2914297526
7	0.9100000000	6	32683905	-1.4295778567	0.9867058982	0.4259594393	0.2914735677
7	0.9100000000	7	32788634	-1.4295346836	1.0382440244	0.4274711600	0.2915183594
7	0.9100000000	8	32893363	-1.4300345581	0.9995061603	0.4228023696	0.2913366536
8	0.9200000000	1	32168179	-1.4193793759	1.0157513817	0.4092350532	0.2944212077
8	0.9200000000	2	32272908	-1.4202710396	1.0194783282	0.4162332859	0.2944088216
8	0.9200000000	3	32377637	-1.4188687058	1.0147229088	0.4105921858	0.2945749512
8	0.9200000000	4	32482366	-1.4205187660	1.0098814132	0.4125907674	0.2942297689
8	0.9200000000	5	32587095	-1.4200555442	0.9923178088	0.4153365131	0.2944877604
8	0.9200000000	6	32691824	-1.4205821105	1.0255569896	0.4170742546	0.2942731283
8	0.9200000000	7	32796553	-1.4207159941	0.9957659144	0.4206650936	0.2942981608
8	0.9200000000	8	32901282	-1.4191554250	1.0240341579	0.4120140041	0.2944894857
9	0.9300000000	1	32176098	-1.4097392850	1.0498747680	0.4078274623	0.2974747721
9	0.9300000000	2	32280827	-1.4101756835	1.0488086624	0.4054188102	0.2974490072
9	0.9300000000	3	32385556	-1.4092311640	1.0476187750	0.4036656561	0.2977080241
9	0.9300000000	4	32490285	-1.4094314843	1.0715925041	0.4019604873	0.2976283529
9	0.9300000000	5	32595014	-1.4099788742	1.0632332951	0.4078625893	0.2974803711
9	0.9300000000	6	32699743	-1.4090108521	1.0359181257	0.4030977714	0.2977122396
9	0.9300000000	7	32804472	-1.4094377521	1.0611842034	0.4085148790	0.2976564941
9	0.9300000000	8	32909201	-1.4095213763	1.0065525278	0.4027520365	0.2975288411
10	0.9400000000	1	32184017	-1.3995423226	1.0588195520	0.3957318068	0.3006793294
10	0.9400000000	2	32288746	-1.3977248365	1.1394850040	0.3862528841	0.3009848796
10	0.9400000000	3	32393475	-1.3985826262	1.0931748316	0.3935944293	0.3007685872
10	0.9400000000	4	32498204	-1.3985443444	1.0796452888	0.3870092348	0.3008045410
10	0.9400000000	5	32602933	-1.4001068966	1.0704543606	0.4005301767	0.3004885091
10	0.9400000000	6	32707662	-1.3971776474	1.1121313576	0.3878192166	0.3011512044
10	0.9400000000	7	32812391	-1.3998138782	1.0632529699	0.3966927261	0.3006147949
10	0.9400000000	8	32917120	-1.3975629301	1.0707680836	0.3904039964	0.3010290202
11	0.9500000000	1	32191936	-1.3883808951	1.0907108511	0.3813476665	0.3039823242
11	0.9500000000	2	32296665	-1.3880870757	1.1403557612	0.3836857653	0.3040401367
11	0.9500000000	3	32401394	-1.3885168289	1.1186654127	0.3770415788	0.3039259277
11	0.9500000000	4	32506123	-1.3874665369	1.1212163434	0.3820694575	0.3042546549
11	0.9500000000	5	32610852	-1.3888403960	1.1035451328	0.3883329832	0.3039637858
11	0.9500000000	6	32715581	-1.3873080229	1.1350662835	0.3743218506	0.3042268066
11	0.9500000000	7	32820310	-1.3886194014	1.0695467103	0.3857648902	0.3039703451
11	0.9500000000	8	32925039	-1.3878558043	1.1002463225	0.3799313655	0.3041738118
12	0.9600000000	1	32199855	-1.3754992670	1.1486877225	0.3626903500	0.3078163574
12	0.9600000000	2	32304584	-1.3765596928	1.1300496408	0.3721041564	0.3075134928
12	0.9600000000	3	32409313	-1.3761617446	1.1649196964	0.3639399212	0.3075924154
12	0.9600000000	4	32514042	-1.3766839535	1.1441923600	0.3700000478	0.3075517090
12	0.9600000000	5	32618771	-1.3773491465	1.1377622951	0.3728967022	0.3073587728
12	0.9600000000	6	32723500	-1.3756007893	1.1805280192	0.3653657031	0.3076924805
12	0.9600000000	7	32828229	-1.3749772487	1.1840696494	0.3622262436	0.3078329915
12	0.9600000000	8	32932958	-1.3748748028	1.2175197209	0.3575413807	0.3077757487
13	0.9700000000	1	32207774	-1.3636684929	1.1780403232	0.3550269207	0.3111850749
13	0.9700000000	2	32312503	-1.3647217365	1.1672797873	0.3496244866	0.3110945638
13	0.9700000000	3	32417232	-1.3639195034	1.2322852263	0.3497228018	0.3112341146
13	0.9700000000	4	32521961	-1.3641737371	1.2065232989	0.3513950226	0.3111957031
13	0.9700000000	5	32626690	-1.3639048381	1.2252499151	0.3475709634	0.3111426758
13	0.9700000000	6	32731419	-1.3641033273	1.2139323016	0.3532244581	0.3111272949
13	0.9700000000	7	32836148	-1.3638126208	1.2189467634	0.3432892647	0.3111880371
13	0.9700000000	8	32940877	-1.3640959802	1.2460126838	0.3510417742	0.3111921224
14	0.9800000000	1	32215693	-1.3515430858	1.2351893887	0.3326204634	0.3148554850
14	0.9800000000	2	32320422	-1.3513302809	1.2897313708	0.3373706518	0.3148212891
14	0.9800000000	3	32425151	-1.3524011351	1.2232609124	0.3390374967	0.3147318359
14	0.9800000000	4	32529880	-1.3518990650	1.2324056949	0.3362857210	0.3147970703
14	0.9800000000	5	32634609	-1.3500720129	1.2981616444	0.3214944785	0.3151267741
14	0.9800000000	6	32739338	-1.3526020019	1.2256297489	0.3411645883	0.3146691406
14	0.9800000000	7	32844067	-1.3505457142	1.2321078066	0.3301098445	0.3150705566
14	0.9800000000	8	32948796	-1.3511363950	1.2444643865	0.3311511923	0.3149855469
15	0.9900000000	1	32223612	-1.3406096074	1.2903411450	0.3237585342	0.3183445150
15	0.9900000000	2	32328341	-1.3392111575	1.2564551273	0.3189856047	0.3185699544
15	0.9900000000	3	32433070	-1.3398202691	1.3048297008	0.3163128592	0.3184828939
15	0.9900000000	4	32537799	-1.3399324453	1.2520597023	0.3244460087	0.3183620443
15	0.9900000000	5	32642528	-1.3378751961	1.2743019296	0.3110633163	0.3188873861
15	0.9900000000	6	32747257	-1.3409468864	1.2800134688	0.3278235623	0.3181314779
15	0.9900000000	7	32851986	-1.3399677068	1.2976530416	0.3198142627	0.3183256185
15	0.9900000000	8	32956715	-1.3396770813	1.3020840219	0.3221922577	0.3184983561
16	1.0000000000	1	32231531	-1.3265299892	1.3142242849	0.3034698420	0.3222823568
16	1.0000000000	2	32336260	-1.3278062329	1.3246839826	0.3079397117	0.3221057129
16	1.0000000000	3	32440989	-1.3241769062	1.3573883525	0.2898515456	0.3228621582
16	1.0000000000	4	32545718	-1.3272850574	1.2805180585	0.3103819415	0.3220832682
16	1.0000000000	5	32650447	-1.3272115210	1.3661875337	0.3107088136	0.3222215007
16	1.0000000000	6	32755176	-1.3269873037	1.3160253559	0.3067615124	0.3223449056
16	1.0000000000	7	32859905	-1.3283374831	1.2764622015	0.3165596495	0.3219688477
16	1.0000000000	8	32964634	-1.3249382118	1.3406255074	0.2998451659	0.3226377604
17	1.0100000000	1	32239450	-1.3123883173	1.4367719540	0.2832067489	0.3264931478
17	1.0100000000	2	32344179	-1.3132598263	1.3144102712	0.2882832126	0.3263532389
17	1.0100000000	3	32448908	-1.3148141648	1.3103596434	0.2928067888	0.3260092448
17	1.0100000000	4	32553637	-1.3124072967	1.3583149493	0.2853152747	0.3265544434
17	1.0100000000	5	32658366	-1.3109985209	1.3842384335	0.2739824110	0.3267635905
17	1.0100000000	6	32763095	-1.3122129144	1.3895191759	0.2826204495	0.3265414714
17	1.0100000000	7	32867824	-1.3120017133	1.4083136909	0.2812352199	0.3264953776
17	1.0100000000	8	32972553	-1.3107945801	1.4577848613	0.2720250512	0.3268001628
18	1.0200000000	1	32247369	-1.2979318120	1.4475438132	0.2587223513	0.3308357422
18	1.0200000000	2	32352098	-1.2991320124	1.3909558444	0.2675704754	0.3304151367
18	1.0200000000	3	32456827	-1.2977811385	1.4170148514	0.2553905524	0.3307520345
18	1.0200000000	4	32561556	-1.2990853923	1.4541100407	0.2647211178	0.3304936035
18	1.0200000000	5	32666285	-1.3006298464	1.4005550250	0.2725356768	0.3302175781
18	1.0200000000	6	32771014	-1.2989296452	1.4066314453	0.2626236471	0.3305408040
18	1.0200000000	7	32875743	-1.3022650893	1.3485516266	0.2811289096	0.3299178223
18	1.0200000000	8	32980472	-1.2982653759	1.4795327070	0.2626018108	0.3306820475
19	1.0300000000	1	32255288	-1.2865695419	1.4281815216	0.2503825288	0.3343575521
19	1.0300000000	2	32360017	-1.2855609428	1.4496312457	0.2478569222	0.3345658040
19	1.0300000000	3	32464746	-1.2878065446	1.4129888775	0.2654625764	0.3342025553
19	1.0300000000	4	32569475	-1.2849631671	1.4641882112	0.2485297673	0.3346534342
19	1.0300000000	5	32674204	-1.2850518000	1.4012206822	0.2563679290	0.3346679688
19	1.0300000000	6	32778933	-1.2850141095	1.4778774757	0.2505854656	0.3347923665
19	1.0300000000	7	32883662	-1.2879669453	1.4033547002	0.2639169118	0.3341601237
19	1.0300000000	8	32988391	-1.2835701413	1.4454191181	0.2458571713	0.3350126302
20	1.0400000000	1	32263207	-1.2692802503	1.4781202865	0.2251914465	0.3393360026
20	1.0400000000	2	32367936	-1.2673748989	1.4892281362	0.2203036427	0.3398564290
20	1.0400000000	3	32472665	-1.2709469454	1.4902373825	0.2262070580	0.3388576660
20	1.0400000000	4	32577394	-1.2722397842	1.5073550324	0.2369879618	0.3387252767
20	1.0400000000	5	32682123	-1.2685441639	1.4701536011	0.2230647231	0.3394513835
20	1.0400000000	6	32786852	-1.2669179941	1.5780028581	0.2080341089	0.3398762533
20	1.0400000000	7	32891581	-1.2697661548	1.4711743956	0.2307187135	0.3391708008
20	1.0400000000	8	32996310	-1.2664408282	1.5170347822	0.2128278441	0.3399709961
21	1.0500000000	1	32271126	-1.2555720502	1.4460608444	0.2109000918	0.3435691243
21	1.0500000000	2	32375855	-1.2526107508	1.5291044377	0.1909837234	0.3441491536
21	1.0500000000	3	32480584	-1.2513831160	1.5178591105	0.1900144856	0.3444593262
21	1.0500000000	4	32585313	-1.2544703362	1.4849977245	0.1980129843	0.3438641439
21	1.0500000000	5	32690042	-1.2516142763	1.5931023241	0.1928870246	0.3444061035
21	1.0500000000	6	32794771	-1.2532338886	1.5384112409	0.2014555063	0.3441806803
21	1.0500000000	7	32899500	-1.2513491474	1.6027635839	0.1913392771	0.3445643555
21	1.0500000000	8	33004229	-1.2562705041	1.4736941359	0.2121446400	0.3433273438
22	1.0600000000	1	32279045	-1.2409008445	1.4861200479	0.1899808046	0.3479825684
22	1.0600000000	2	32383774	-1.2413161940	1.5135644832	0.1951658358	0.3479601074
22	1.0600000000	3	32488503	-1.2358738499	1.5579009011	0.1696809052	0.3491030273
22	1.0600000000	4	32593232	-1.2392016965	1.4864384626	0.1808203833	0.3485073079
22	1.0600000000	5	32697961	-1.2372883132	1.5099147015	0.1722826624	0.3488318197
22	1.0600000000	6	32802690	-1.2402111830	1.5161753881	0.1851723888	0.3481236003
22	1.0600000000	7	32907419	-1.2377849915	1.5475149367	0.1828136248	0.3487419759
22	1.0600000000	8	33012148	-1.2398735382	1.4898564491	0.1879870176	0.3483076660
23	1.0700000000	1	32286964	-1.2254875511	1.5057818888	0.1739420881	0.3526402832
23	1.0700000000	2	32391693	-1.2233799323	1.4895174177	0.1573548863	0.3532308431
23	1.0700000000	3	32496422	-1.2225269873	1.4835508507	0.1573018676	0.3533753092
23	1.0700000000	4	32601151	-1.2235952441	1.5192955889	0.1734218620	0.3532417318
23	1.0700000000	5	32705880	-1.2259679061	1.5231403279	0.1742701033	0.3524770182
23	1.0700000000	6	32810609	-1.2190840580	1.4970653791	0.1439702762	0.3541115723
23	1.0700000000	7	32915338	-1.2242974440	1.4747297630	0.1636762288	0.3528926432
23	1.0700000000	8	33020067	-1.2243399602	1.4958174912	0.1657860578	0.3528979004
24	1.0800000000	1	32294883	-1.2091550928	1.4619749488	0.1445565211	0.3575492676
24	1.0800000000	2	32399612	-1.2086370421	1.4792815132	0.1523409828	0.3577294434
24	1.0800000000	3	32504341	-1.2067170064	1.4709639412	0.1389101970	0.3581116536
24	1.0800000000	4	32609070	-1.2067540339	1.5070193094	0.1365932385	0.3582270833
24	1.0800000000	5	32713799	-1.2097469925	1.4917499640	0.1528708080	0.3575297038
24	1.0800000000	6	32818528	-1.2082965088	1.5081197940	0.1465864984	0.3578550618
24	1.0800000000	7	32923257	-1.2103700994	1.4991853787	0.1570455654	0.3572844889
24	1.0800000000	8	33027986	-1.2098847966	1.5352896971	0.1502944540	0.3574770345
25	1.0900000000	1	32302802	-1.1973464011	1.4899351448	0.1442183419	0.3616255697
25	1.0900000000	2	32407531	-1.1955053110	1.4143135914	0.1367152944	0.3620452799
25	1.0900000000	3	32512260	-1.1925512743	1.4633025392	0.1224993558	0.3627161296
25	1.0900000000	4	32616989	-1.1949659651	1.4763121160	0.1327374819	0.3622424805
25	1.0900000000	5	32721718	-1.1960624340	1.4646863112	0.1406723338	0.3619054525
25	1.0900000000	6	32826447	-1.1930426574	1.4423270313	0.1283315046	0.3626121094
25	1.0900000000	7	32931176	-1.1918083499	1.5145804241	0.1301727853	0.3627689941
25	1.0900000000	8	33035905	-1.1928535046	1.4543591493	0.1277593374	0.3625789876
26	1.1000000000	1	32310721	-1.1810002723	1.4702651033	0.1165363333	0.3665828613
26	1.1000000000	2	32415450	-1.1810677778	1.4745899498	0.1227616083	0.3666327637
26	1.1000000000	3	32520179	-1.1768060725	1.4967491207	0.1105172541	0.3676243001
26	1.1000000000	4	32624908	-1.1794050914	1.4687569867	0.1213690010	0.3670804362
26	1.1000000000	5	32729637	-1.1782323356	1.4525888073	0.1175995841	0.3671807292
26	1.1000000000	6	32834366	-1.1766340653	1.4655187846	0.1112408227	0.3676586751
26	1.1000000000	7	32939095	-1.1828674485	1.4858380093	0.1353238016	0.3661779948
26	1.1000000000	8	33043824	-1.1775855588	1.4595661462	0.1129030644	0.3674004395
27	1.1100000000	1	32318640	-1.1654679134	1.3977591670	0.1070215396	0.3714851400
27	1.1100000000	2	32423369	-1.1645106176	1.3980304685	0.1041198157	0.3717124023
27	1.1100000000	3	32528098	-1.1630869254	1.3670339772	0.0995046377	0.3720375651
27	1.1100000000	4	32632827	-1.1658365111	1.4548381178	0.1097891465	0.3714011230
27	1.1100000000	5	32737556	-1.1637787023	1.4181022608	0.1026767213	0.3717500651
27	1.1100000000	6	32842285	-1.1661784597	1.4989800696	0.1116257969	0.3712572266
27	1.1100000000	7	32947014	-1.1633528691	1.3865228064	0.1036894891	0.3720457357
27	1.1100000000	8	33051743	-1.1650628028	1.4133868428	0.1050756656	0.3715537923
28	1.1200000000	1	32326559	-1.1484375643	1.3742566337	0.0852017975	0.3767955241
28	1.1200000000	2	32431288	-1.1490440370	1.3784771839	0.0873539563	0.3766393066
28	1.1200000000	3	32536017	-1.1515348769	1.3943275442	0.0914296123	0.3761417155
28	1.1200000000	4	32640746	-1.1504883183	1.3797550326	0.0889082670	0.3762624512
28	1.1200000000	5	32745475	-1.1500677308	1.3572493723	0.0877128480	0.3764276530
28	1.1200000000	6	32850204	-1.1495181096	1.3619703319	0.0869381872	0.3763928060
28	1.1200000000	7	32954933	-1.1518589871	1.4337721180	0.0943880583	0.3759909342
28	1.1200000000	8	33059662	-1.1488631583	1.4100192424	0.0844531072	0.3765806641
29	1.1300000000	1	32334478	-1.1368793088	1.3893303589	0.0798555027	0.3807360514
29	1.1300000000	2	32439207	-1.1365032895	1.3805008536	0.0829041929	0.3808585286
29	1.1300000000	3	32543936	-1.1392008303	1.4246560987	0.0902509748	0.3803175618
29	1.1300000000	4	32648665	-1.1357966406	1.3764607935	0.0778871827	0.3809544434
29	1.1300000000	5	32753394	-1.1355294946	1.3375791861	0.0830940199	0.3811954427
29	1.1300000000	6	32858123	-1.1356510393	1.3641244458	0.0796233284	0.3811307454
29	1.1300000000	7	32962852	-1.1335876448	1.3468309953	0.0772601102	0.3815374837
29	1.1300000000	8	33067581	-1.1350594926	1.4330797532	0.0817389904	0.3812484538
30	1.1400000000	1	32342397	-1.1232804394	1.3019301261	0.0719380060	0.3851105306
30	1.1400000000	2	32447126	-1.1218926496	1.3296695430	0.0718456620	0.3856225911
30	1.1400000000	3	32551855	-1.1228006899	1.3074194172	0.0714070184	0.3854524251
30	1.1400000000	4	32656584	-1.1213096426	1.3711118612	0.0710023808	0.3856941732
30	1.1400000000	5	32761313	-1.1210714676	1.3237341281	0.0655080900	0.3858192220
30	1.1400000000	6	32866042	-1.1223500903	1.3408226894	0.0707966315	0.3855084798
30	1.1400000000	7	32970771	-1.1224457928	1.3038890308	0.0689353527	0.3855403646
30	1.1400000000	8	33075500	-1.1231010988	1.3455724673	0.0753589051	0.3852765788
